id,mass,massupper,masslower,width,widthupper,widthlower,i,g,p,c,anti,charge,rank,status,name,quarks,latex,pythia
203322,1690.0,10.0,10.0,-1.0,-1.0,-1.0,1/2,5,5,5,1.0,0,3.0,1.0,Xi(1690)0,uss,\Xi(1690)^{0},False
-203322,1690.0,10.0,10.0,-1.0,-1.0,-1.0,1/2,5,5,5,1.0,0,3.0,1.0,Xi(1690)~0,USS,\overline{\Xi}(1690)^{0},False
203326,2025.0,5.0,5.0,20.0,15.0,5.0,1/2,5,5,5,1.0,0,3.0,1.0,Xi(2030)0,uss,\Xi(2030)^{0},False
-203326,2025.0,5.0,5.0,20.0,15.0,5.0,1/2,5,5,5,1.0,0,3.0,1.0,Xi(2030)~0,USS,\overline{\Xi}(2030)^{0},False
203338,2252.0,9.0,9.0,55.0,18.0,18.0,0,5,5,5,1.0,-1,3.0,0.0,Omega(2250)-,sss,\Omega(2250)^{-},False
-203338,2252.0,9.0,9.0,55.0,18.0,18.0,0,5,5,5,1.0,1,3.0,0.0,Omega(2250)~+,SSS,\overline{\Omega}(2250)^{+},False
204126,2881.63,0.24,0.24,5.6,0.8,0.6,0,5,1,5,1.0,1,3.0,0.0,Lambda(c)(2880)+,udc,\Lambda_{c}(2880)^{+},False
-204126,2881.63,0.24,0.24,5.6,0.8,0.6,0,5,-1,5,1.0,-1,3.0,0.0,Lambda(c)(2880)~-,UDC,\overline{\Lambda}_{c}(2880)^{-},False
300553,10579.4,1.2,1.2,20.5,2.5,2.5,0,-1,-1,-1,0.0,0,0.0,0.0,Upsilon(4S),bB,\Upsilon(4S),False
1000223,1410.0,60.0,60.0,290.0,190.0,190.0,0,-1,-1,-1,0.0,0,0.0,0.0,omega(1420),x(uU+dD)+y(sS),\omega(1420),False
9000111,980.0,20.0,20.0,75.0,25.0,25.0,1,-1,1,1,0.0,0,0.0,0.0,a(0)(980)0,Maybe non-qQ,a_{0}(980)^{0},False
9000113,1354.0,25.0,25.0,330.0,35.0,35.0,1,-1,-1,1,0.0,0,0.0,0.0,pi(1)(1400)0,Maybe non-qQ,\pi_{1}(1400)^{0},False
9000115,1700.0,40.0,40.0,270.0,60.0,60.0,1,-1,1,1,0.0,0,0.0,2.0,a(2)(1700)0,(uU-dD)/sqrt(2),a_{2}(1700)^{0},False
9000211,980.0,20.0,20.0,75.0,25.0,25.0,1,-1,1,5,2.0,1,0.0,0.0,a(0)(980)+,Maybe non-qQ,a_{0}(980)^{+},False
-9000211,980.0,20.0,20.0,75.0,25.0,25.0,1,-1,1,5,2.0,-1,0.0,0.0,a(0)(980)-,Maybe non-qq,a_{0}(980)^{-},False
9000213,1354.0,25.0,25.0,330.0,35.0,35.0,1,-1,-1,5,2.0,1,0.0,0.0,pi(1)(1400)+,Maybe non-qQ,\pi_{1}(1400)^{+},False
-9000213,1354.0,25.0,25.0,330.0,35.0,35.0,1,-1,-1,5,2.0,-1,0.0,0.0,pi(1)(1400)-,Maybe non-qq,\pi_{1}(1400)^{-},False
9000215,1700.0,40.0,40.0,270.0,60.0,60.0,1,-1,-1,5,2.0,1,0.0,2.0,a(2)(1700)+,uD,a_{2}(1700)^{+},False
-9000215,1700.0,40.0,40.0,270.0,60.0,60.0,1,-1,-1,5,2.0,-1,0.0,2.0,a(2)(1700)-,Ud,a_{2}(1700)^{-},False
9000221,600.0,200.0,200.0,450.0,350.0,350.0,0,1,1,1,0.0,0,0.0,0.0,f(0)(500),Maybe non-qQ,f_{0}(500),False
9000311,845.0,17.0,17.0,468.0,30.0,30.0,1/2,5,1,5,1.0,0,0.0,2.0,K(0)*(700)0,dS,K_{0}^{*}(700)^{0},False
-9000311,845.0,17.0,17.0,468.0,30.0,30.0,1/2,5,1,5,1.0,0,0.0,2.0,K(0)*(700)~0,Ds,\overline{K}_{0}^{*}(700)^{0},False
9000313,1670.0,50.0,50.0,160.0,50.0,50.0,1/2,5,1,5,1.0,0,0.0,2.0,K(1)(1650)0,dS,K_{1}(1650)^{0},False
-9000313,1670.0,50.0,50.0,160.0,50.0,50.0,1/2,5,1,5,1.0,0,0.0,2.0,K(1)(1650)~0,Ds,\overline{K}_{1}(1650)^{0},False
9000321,845.0,17.0,17.0,468.0,30.0,30.0,1/2,5,1,5,2.0,1,0.0,2.0,K(0)*(700)+,uS,K_{0}^{*}(700)^{+},False
-9000321,845.0,17.0,17.0,468.0,30.0,30.0,1/2,5,1,5,2.0,-1,0.0,2.0,K(0)*(700)-,Us,K_{0}^{*}(700)^{-},False
9000323,1670.0,50.0,50.0,160.0,50.0,50.0,1/2,5,5,5,2.0,1,0.0,2.0,K(1)(1650)+,uS,K_{1}(1650)^{+},False
-9000323,1670.0,50.0,50.0,160.0,50.0,50.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(1)(1650)-,Us,K_{1}(1650)^{-},False
9000325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,1,0.0,2.0,K(2)(1580)+,uS,K_{2}(1580)^{+},False
-9000325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(2)(1580)-,Us,K_{2}(1580)^{-},False
9000329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,1,0.0,2.0,K(4)(2500)+,uS,K_{4}(2500)^{+},False
-9000329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(4)(2500)-,Us,K_{4}(2500)^{-},False
9000443,4039.0,1.0,1.0,80.0,10.0,10.0,0,-1,-1,-1,0.0,0,0.0,0.0,psi(4040),cC,\psi(4040),False
9000553,10885.2,2.6,1.6,37.0,4.0,4.0,0,-1,-1,-1,0.0,0,0.0,0.0,Upsilon(10860),bB,\Upsilon(10860),False
9010111,1810.0,9.0,11.0,215.0,7.0,8.0,1,-1,-1,1,0.0,0,0.0,0.0,pi(1800)0,(uU-dD)/sqrt(2),\pi(1800)^{0},False
9010113,1661.0,15.0,11.0,240.0,50.0,50.0,1,-1,-1,1,0.0,0,0.0,0.0,pi(1)(1600)0,Maybe non-qQ,\pi_{1}(1600)^{0},False
9010211,1810.0,9.0,11.0,215.0,7.0,8.0,1,-1,-1,5,2.0,1,0.0,0.0,pi(1800)+,uD,\pi(1800)^{+},False
-9010211,1810.0,9.0,11.0,215.0,7.0,8.0,1,-1,-1,5,2.0,-1,0.0,0.0,pi(1800)-,Ud,\pi(1800)^{-},False
9010213,1661.0,15.0,11.0,240.0,50.0,50.0,1,-1,-1,5,2.0,1,0.0,0.0,pi(1)(1600)+,Maybe non-qQ,\pi_{1}(1600)^{+},False
-9010213,1661.0,15.0,11.0,240.0,50.0,50.0,1,-1,-1,5,2.0,-1,0.0,0.0,pi(1)(1600)-,Maybe non-qq,\pi_{1}(1600)^{-},False
9010221,990.0,20.0,20.0,60.0,50.0,50.0,0,1,1,1,0.0,0,0.0,0.0,f(0)(980),Maybe non-qQ,f_{0}(980),False
9010315,1990.0,60.0,50.0,349.0,50.0,30.0,1/2,5,5,5,1.0,0,0.0,2.0,K(2)*(1980)0,dS,K_{2}^{*}(1980)^{0},False
-9010315,1990.0,60.0,50.0,349.0,50.0,30.0,1/2,5,5,5,1.0,0,0.0,2.0,K(2)*(1980)~0,Ds,\overline{K}_{2}^{*}(1980)^{0},False
9010321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,1,0.0,2.0,K(1830)+,uS,K(1830)^{+},False
-9010321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(1830)-,Us,K(1830)^{-},False
9010325,1990.0,60.0,50.0,349.0,50.0,30.0,1/2,5,5,5,2.0,1,0.0,2.0,K(2)*(1980)+,uS,K_{2}^{*}(1980)^{+},False
-9010325,1990.0,60.0,50.0,349.0,50.0,30.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(2)*(1980)-,Us,K_{2}^{*}(1980)^{-},False
9010327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,1,0.0,2.0,K(3)(2320)+,uS,K_{3}(2320)^{+},False
-9010327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(3)(2320)-,Us,K_{3}(2320)^{-},False
9010443,4191.0,5.0,5.0,70.0,10.0,10.0,0,-1,-1,-1,0.0,0,0.0,0.0,psi(4160),cC,\psi(4160),False
9010553,11000.0,4.0,4.0,24.0,8.0,6.0,0,-1,-1,-1,0.0,0,0.0,0.0,Upsilon(11020),bB,\Upsilon(11020),False
9020113,1655.0,16.0,16.0,250.0,40.0,40.0,1,-1,1,1,0.0,0,0.0,2.0,a(1)(1640)0,(uU-dD)/sqrt(2),a_{1}(1640)^{0},False
9020213,1655.0,16.0,16.0,250.0,40.0,40.0,1,-1,1,5,2.0,1,0.0,2.0,a(1)(1640)+,uD,a_{1}(1640)^{+},False
-9020213,1655.0,16.0,16.0,250.0,40.0,40.0,1,-1,1,5,2.0,-1,0.0,2.0,a(1)(1640)-,Ud,a_{1}(1640)^{-},False
9020221,1408.8,2.0,2.0,50.1,2.6,2.6,0,1,-1,1,0.0,0,0.0,0.0,eta(1405),x(uU+dD)+y(sS),\eta(1405),False
9020321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,1,0.0,2.0,K(0)*(1950)+,uS,K_{0}^{*}(1950)^{+},False
-9020321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(0)*(1950)-,Us,K_{0}^{*}(1950)^{-},False
9020325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,1,0.0,2.0,K(2)(2250)+,uS,K_{2}(2250)^{+},False
-9020325,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1/2,5,5,5,2.0,-1,0.0,2.0,K(2)(2250)-,Us,K_{2}(2250)^{-},False
9020443,4421.0,4.0,4.0,62.0,20.0,20.0,0,-1,-1,-1,0.0,0,0.0,0.0,psi(4415),cC,\psi(4415),False
9030221,1506.0,6.0,6.0,112.0,9.0,9.0,0,1,1,1,0.0,0,0.0,0.0,f(0)(1500),Maybe non-qQ,f_{0}(1500),False
9050225,1936.0,12.0,12.0,464.0,24.0,24.0,0,1,1,1,0.0,0,0.0,0.0,f(2)(1950),x(uU+dD)+y(sS),f_{2}(1950),False
9060225,2010.0,60.0,80.0,200.0,60.0,60.0,0,1,1,1,0.0,0,0.0,0.0,f(2)(2010),x(uU+dD)+y(sS),f_{2}(2010),False
9080225,2297.0,28.0,28.0,150.0,40.0,40.0,0,1,1,1,0.0,0,0.0,0.0,f(2)(2300),x(uU+dD)+y(sS),f_{2}(2300),False
9090225,2350.0,50.0,40.0,320.0,70.0,60.0,0,1,1,1,0.0,0,0.0,0.0,f(2)(2340),x(uU+dD)+y(sS),f_{2}(2340),False
-1000822080,193729.02,,,0.0,,,,,,,,82,,,208Pb,,,True
-1000791970,183473.19,,,0.0,,,,,,,,79,,,197Au,,,True
-1000541290,120046.45,,,0.0,,,,,,,,54,,,129Xe,,,True
-1000290630,58618.646,,,0.0,,,,,,,,29,,,63Cu,,,True
-1000080160,14899.168,,,0.0,,,,,,,,8,,,16O,,,True
-1000060120,11177.929,,,0.0,,,,,,,,6,,,12C,,,True
-1000030060,5603.051200000001,,,0.0,,,,,,,,3,,,6Li,,,True
-1000020040,3728.4,,,0.0,,,,,,,,2,,,4He,,,True
-1000010020,1876.0,,,0.0,,,,,,,,1,,,2H,,,True
-9902210,0.0,,,0.0,,,,,,,,1,,,p_diffr+,,,True
-9902110,0.0,,,0.0,,,,,,,,0,,,n_diffr0,,,True
-9900210,0.0,,,0.0,,,,,,,,1,,,pi_diffr+,,,True
-9900042,200000.0,,,880.01,,,,,,,,2,,,H_R++,,,True
-9900041,200000.0,,,881.59,,,,,,,,2,,,H_L++,,,True
-9900024,750000.0,,,21749.16,,,,,,,,1,,,W_R+,,,True
-4900213,10000.0,,,0.0,,,,,,,,0,,,rhovUp,,,True
-4900211,10000.0,,,0.0,,,,,,,,0,,,pivUp,,,True
-4900101,100000.0,,,0.0,,,,,,,,0,,,qv,,,True
-4900016,400000.0,,,1000.0,,,,,,,,0,,,nuTAUv,,,True
-4900015,400000.0,,,1000.0,,,,,,,,-1,,,TAUv,,,True
-4900014,400000.0,,,1000.0,,,,,,,,0,,,nuMUv,,,True
-4900013,400000.0,,,1000.0,,,,,,,,-1,,,MUv,,,True
-4900012,400000.0,,,1000.0,,,,,,,,0,,,nuEv,,,True
-4900011,400000.0,,,1000.0,,,,,,,,-1,,,Ev,,,True
-4900006,400000.0,,,1000.0,,,,,,,,2/3,,,Tv,,,True
-4900005,400000.0,,,1000.0,,,,,,,,-1/3,,,Bv,,,True
-4900004,400000.0,,,1000.0,,,,,,,,2/3,,,Cv,,,True
-4900003,400000.0,,,1000.0,,,,,,,,-1/3,,,Sv,,,True
-4900002,400000.0,,,1000.0,,,,,,,,2/3,,,Uv,,,True
-4900001,400000.0,,,1000.0,,,,,,,,-1/3,,,Dv,,,True
-4000016,400000.0,,,419.12,,,,,,,,0,,,nu*_tau0,,,True
-4000015,400000.0,,,428.96000000000004,,,,,,,,-1,,,tau*-,,,True
-4000014,400000.0,,,419.12,,,,,,,,0,,,nu*_mu0,,,True
-4000013,400000.0,,,428.96000000000004,,,,,,,,-1,,,mu*-,,,True
-4000012,400000.0,,,419.12,,,,,,,,0,,,nu*_e0,,,True
-4000011,400000.0,,,428.96000000000004,,,,,,,,-1,,,e*-,,,True
-4000006,400000.0,,,2596.87,,,,,,,,2/3,,,t*,,,True
-4000005,400000.0,,,2593.5899999999997,,,,,,,,-1/3,,,b*,,,True
-4000004,400000.0,,,2596.87,,,,,,,,2/3,,,c*,,,True
-4000003,400000.0,,,2593.5899999999997,,,,,,,,-1/3,,,s*,,,True
-4000002,400000.0,,,2596.87,,,,,,,,2/3,,,u*,,,True
-4000001,400000.0,,,2593.5899999999997,,,,,,,,-1/3,,,d*,,,True
-3000213,210000.0,,,623.95,,,,,,,,1,,,rho_tc+,,,True
-3000211,110000.0,,,17.41,,,,,,,,1,,,pi_tc+,,,True
-2000016,500000.0,,,0.0,,,,,,,,0,,,~nu_tauR,,,True
-2000015,500000.0,,,1000.0,,,,,,,,-1,,,~tau_2-,,,True
-2000014,500000.0,,,0.0,,,,,,,,0,,,~nu_muR,,,True
-2000013,500000.0,,,1000.0,,,,,,,,-1,,,~mu_R-,,,True
-2000012,500000.0,,,0.0,,,,,,,,0,,,~nu_eR,,,True
-2000011,500000.0,,,1000.0,,,,,,,,-1,,,~e_R-,,,True
-2000006,500000.0,,,1000.0,,,,,,,,2/3,,,~t_2,,,True
-2000005,500000.0,,,1000.0,,,,,,,,-1/3,,,~b_2,,,True
-2000004,500000.0,,,1000.0,,,,,,,,2/3,,,~c_R,,,True
-2000003,500000.0,,,1000.0,,,,,,,,-1/3,,,~s_R,,,True
-2000002,500000.0,,,1000.0,,,,,,,,2/3,,,~u_R,,,True
-2000001,500000.0,,,1000.0,,,,,,,,-1/3,,,~d_R,,,True
-1095334,500000.0,,,0.0,,,,,,,,-1,,,R-(~g bss),,,True
-1095324,500000.0,,,0.0,,,,,,,,0,,,R0(~g bsu),,,True
-1095314,500000.0,,,0.0,,,,,,,,-1,,,R-(~g bsd),,,True
-1095224,500000.0,,,0.0,,,,,,,,1,,,R+(~g buu),,,True
-1095214,500000.0,,,0.0,,,,,,,,0,,,R0(~g bud),,,True
-1095114,500000.0,,,0.0,,,,,,,,-1,,,R-(~g bdd),,,True
-1094334,500000.0,,,0.0,,,,,,,,0,,,R0(~g css),,,True
-1094324,500000.0,,,0.0,,,,,,,,1,,,R+(~g csu),,,True
-1094314,500000.0,,,0.0,,,,,,,,0,,,R0(~g csd),,,True
-1094224,500000.0,,,0.0,,,,,,,,2,,,R++(~g cuu),,,True
-1094214,500000.0,,,0.0,,,,,,,,1,,,R+(~g cud),,,True
-1094114,500000.0,,,0.0,,,,,,,,0,,,R0(~g cdd),,,True
-1093334,500000.0,,,0.0,,,,,,,,-1,,,R-(~g sss),,,True
-1093324,500000.0,,,0.0,,,,,,,,0,,,R0(~g ssu),,,True
-1093314,500000.0,,,0.0,,,,,,,,-1,,,R-(~g ssd),,,True
-1093224,500000.0,,,0.0,,,,,,,,1,,,R+(~g suu),,,True
-1093214,500000.0,,,0.0,,,,,,,,0,,,R0(~g sud),,,True
-1093114,500000.0,,,0.0,,,,,,,,-1,,,R-(~g sdd),,,True
-1092224,500000.0,,,0.0,,,,,,,,2,,,R++(~g uuu),,,True
-1092214,500000.0,,,0.0,,,,,,,,1,,,R+(~g uud),,,True
-1092114,500000.0,,,0.0,,,,,,,,0,,,R0(~g udd),,,True
-1091114,500000.0,,,0.0,,,,,,,,-1,,,R-(~g ddd),,,True
-1009543,500000.0,,,0.0,,,,,,,,1,,,R+(~g c bbar),,,True
-1009533,500000.0,,,0.0,,,,,,,,0,,,R0(~g s bbar),,,True
-1009523,500000.0,,,0.0,,,,,,,,1,,,R+(~g u bbar),,,True
-1009513,500000.0,,,0.0,,,,,,,,0,,,R0(~g d bbar),,,True
-1009433,500000.0,,,0.0,,,,,,,,1,,,R+(~g c sbar),,,True
-1009423,500000.0,,,0.0,,,,,,,,0,,,R0(~g c ubar),,,True
-1009413,500000.0,,,0.0,,,,,,,,1,,,R+(~g c dbar),,,True
-1009323,500000.0,,,0.0,,,,,,,,1,,,R+(~g u sbar),,,True
-1009313,500000.0,,,0.0,,,,,,,,0,,,R0(~g d sbar),,,True
-1009213,500000.0,,,0.0,,,,,,,,1,,,R+(~g u dbar),,,True
-1009002,500000.0,,,0.0,,,,,,,,0,,,Rtemp(~g q),,,True
-1006333,500000.0,,,0.0,,,,,,,,0,,,R0(~t ss1),,,True
-1006323,500000.0,,,0.0,,,,,,,,1,,,R0(~t su1),,,True
-1006321,500000.0,,,0.0,,,,,,,,1,,,R0(~t su0),,,True
-1006313,500000.0,,,0.0,,,,,,,,0,,,R-(~t sd1),,,True
-1006311,500000.0,,,0.0,,,,,,,,0,,,R-(~t sd0),,,True
-1006223,500000.0,,,0.0,,,,,,,,2,,,R++(~t uu1),,,True
-1006213,500000.0,,,0.0,,,,,,,,1,,,R+(~t ud1),,,True
-1006211,500000.0,,,0.0,,,,,,,,1,,,R+(~t ud0),,,True
-1006113,500000.0,,,0.0,,,,,,,,0,,,R0(~t dd1),,,True
-1005333,500000.0,,,0.0,,,,,,,,-1,,,R-(~b ss1),,,True
-1005323,500000.0,,,0.0,,,,,,,,0,,,R0(~b su1),,,True
-1005321,500000.0,,,0.0,,,,,,,,0,,,R0(~b su0),,,True
-1005313,500000.0,,,0.0,,,,,,,,-1,,,R-(~b sd1),,,True
-1005311,500000.0,,,0.0,,,,,,,,-1,,,R-(~b sd0),,,True
-1005223,500000.0,,,0.0,,,,,,,,1,,,R+(~b uu1),,,True
-1005213,500000.0,,,0.0,,,,,,,,0,,,R0(~b ud1),,,True
-1005211,500000.0,,,0.0,,,,,,,,0,,,R0(~b ud0),,,True
-1005113,500000.0,,,0.0,,,,,,,,-1,,,R-(~b dd1),,,True
-1000652,500000.0,,,0.0,,,,,,,,1,,,R+(~t bbar),,,True
-1000642,500000.0,,,0.0,,,,,,,,0,,,R0(~t cbar),,,True
-1000632,500000.0,,,0.0,,,,,,,,1,,,R+(~t sbar),,,True
-1000622,500000.0,,,0.0,,,,,,,,0,,,R0(~t ubar),,,True
-1000612,500000.0,,,0.0,,,,,,,,1,,,R+(~t dbar),,,True
-1000552,500000.0,,,0.0,,,,,,,,0,,,R0(~b bbar),,,True
-1000542,500000.0,,,0.0,,,,,,,,-1,,,R-(~b cbar),,,True
-1000532,500000.0,,,0.0,,,,,,,,0,,,R0(~b sbar),,,True
-1000522,500000.0,,,0.0,,,,,,,,-1,,,R-(~b ubar),,,True
-1000512,500000.0,,,0.0,,,,,,,,0,,,R0(~b dbar),,,True
-1000037,500000.0,,,1000.0,,,,,,,,1,,,~chi_2+,,,True
-1000024,500000.0,,,1000.0,,,,,,,,1,,,~chi_1+,,,True
-1000016,500000.0,,,1000.0,,,,,,,,0,,,~nu_tauL,,,True
-1000015,500000.0,,,1000.0,,,,,,,,-1,,,~tau_1-,,,True
-1000014,500000.0,,,1000.0,,,,,,,,0,,,~nu_muL,,,True
-1000013,500000.0,,,1000.0,,,,,,,,-1,,,~mu_L-,,,True
-1000012,500000.0,,,1000.0,,,,,,,,0,,,~nu_eL,,,True
-1000011,500000.0,,,1000.0,,,,,,,,-1,,,~e_L-,,,True
-1000006,500000.0,,,1000.0,,,,,,,,2/3,,,~t_1,,,True
-1000005,500000.0,,,1000.0,,,,,,,,-1/3,,,~b_1,,,True
-1000004,500000.0,,,1000.0,,,,,,,,2/3,,,~c_L,,,True
-1000003,500000.0,,,1000.0,,,,,,,,-1/3,,,~s_L,,,True
-1000002,500000.0,,,1000.0,,,,,,,,2/3,,,~u_L,,,True
-1000001,500000.0,,,1000.0,,,,,,,,-1/3,,,~d_L,,,True
-302138,2100.0,,,200.0,,,,,,,,0,,,Lambda(2100)0,,,True
-222224,1920.0,,,260.0,,,,,,,,2,,,Delta(1920)++,,,True
-222222,1900.0,,,300.0,,,,,,,,2,,,Delta(1910)++,,,True
-222214,1920.0,,,260.0,,,,,,,,1,,,Delta(1920)+,,,True
-222212,1900.0,,,300.0,,,,,,,,1,,,Delta(1910)+,,,True
-222114,1920.0,,,260.0,,,,,,,,0,,,Delta(1920)0,,,True
-222112,1900.0,,,300.0,,,,,,,,0,,,Delta(1910)0,,,True
-221114,1920.0,,,260.0,,,,,,,,-1,,,Delta(1920)-,,,True
-221112,1900.0,,,300.0,,,,,,,,-1,,,Delta(1910)-,,,True
-213124,1890.0,,,100.0,,,,,,,,0,,,Lambda(1890)0,,,True
-213122,1810.0,,,150.0,,,,,,,,0,,,Lambda(1810)0,,,True
-212226,1880.0,,,330.0,,,,,,,,2,,,Delta(1905)++,,,True
-212216,1880.0,,,330.0,,,,,,,,1,,,Delta(1905)+,,,True
-212214,1720.0,,,250.0,,,,,,,,1,,,p(1720)+,,,True
-212212,1710.0,,,100.0,,,,,,,,1,,,p(1710)+,,,True
-212116,1880.0,,,330.0,,,,,,,,0,,,Delta(1905)0,,,True
-212114,1720.0,,,250.0,,,,,,,,0,,,n(1720)0,,,True
-212112,1710.0,,,100.0,,,,,,,,0,,,n(1710)0,,,True
-211116,1880.0,,,330.0,,,,,,,,-1,,,Delta(1905)-,,,True
-203228,2029.9999999999998,,,180.0,,,,,,,,1,,,Sigma(2030)+,,,True
-203226,1915.0,,,120.0,,,,,,,,1,,,Sigma(1915)+,,,True
-203222,1660.0,,,100.0,,,,,,,,1,,,Sigma(1660)+,,,True
-203218,2029.9999999999998,,,180.0,,,,,,,,0,,,Sigma(2030)0,,,True
-203216,1915.0,,,120.0,,,,,,,,0,,,Sigma(1915)0,,,True
-203212,1660.0,,,100.0,,,,,,,,0,,,Sigma(1660)0,,,True
-203126,1820.0,,,80.0,,,,,,,,0,,,Lambda(1820)0,,,True
-203122,1600.0,,,150.0,,,,,,,,0,,,Lambda(1600)0,,,True
-203118,2029.9999999999998,,,180.0,,,,,,,,-1,,,Sigma(2030)-,,,True
-203116,1915.0,,,120.0,,,,,,,,-1,,,Sigma(1915)-,,,True
-203112,1660.0,,,100.0,,,,,,,,-1,,,Sigma(1660)-,,,True
-202228,1930.0,,,285.0,,,,,,,,2,,,Delta(1950)++,,,True
-202224,1600.0,,,320.0,,,,,,,,2,,,Delta(1600)++,,,True
-202218,1930.0,,,285.0,,,,,,,,1,,,Delta(1950)+,,,True
-202216,1685.0,,,120.0,,,,,,,,1,,,p(1680)+,,,True
-202214,1600.0,,,320.0,,,,,,,,1,,,Delta(1600)+,,,True
-202212,1440.0,,,350.0,,,,,,,,1,,,p(1440)+,,,True
-202118,1930.0,,,285.0,,,,,,,,0,,,Delta(1950)0,,,True
-202116,1685.0,,,120.0,,,,,,,,0,,,n(1680)0,,,True
-202114,1600.0,,,320.0,,,,,,,,0,,,Delta(1600)0,,,True
-202112,1440.0,,,350.0,,,,,,,,0,,,n(1440)0,,,True
-201118,1930.0,,,285.0,,,,,,,,-1,,,Delta(1950)-,,,True
-201114,1600.0,,,320.0,,,,,,,,-1,,,Delta(1600)-,,,True
-123122,1800.0,,,300.0,,,,,,,,0,,,Lambda(1800)0,,,True
-122224,1700.0,,,300.0,,,,,,,,2,,,Delta(1700)++,,,True
-122214,1700.0,,,300.0,,,,,,,,1,,,Delta(1700)+,,,True
-122212,1650.0,,,125.0,,,,,,,,1,,,p(1650)+,,,True
-122114,1700.0,,,300.0,,,,,,,,0,,,Delta(1700)0,,,True
-122112,1650.0,,,125.0,,,,,,,,0,,,n(1650)0,,,True
-121114,1700.0,,,300.0,,,,,,,,-1,,,Delta(1700)-,,,True
-113224,1940.0,,,220.0,,,,,,,,1,,,Sigma(1940)+,,,True
-113222,1750.0,,,90.0,,,,,,,,1,,,Sigma(1750)+,,,True
-113214,1940.0,,,220.0,,,,,,,,0,,,Sigma(1940)0,,,True
-113212,1750.0,,,90.0,,,,,,,,0,,,Sigma(1750)0,,,True
-113114,1940.0,,,220.0,,,,,,,,-1,,,Sigma(1940)-,,,True
-113112,1750.0,,,90.0,,,,,,,,-1,,,Sigma(1750)-,,,True
-112222,1630.0,,,140.0,,,,,,,,2,,,Delta(1620)++,,,True
-112214,1720.0,,,200.0,,,,,,,,1,,,p(1700)+,,,True
-112212,1630.0,,,140.0,,,,,,,,1,,,Delta(1620)+,,,True
-112114,1720.0,,,200.0,,,,,,,,0,,,n(1700)0,,,True
-112112,1630.0,,,140.0,,,,,,,,0,,,Delta(1620)0,,,True
-111112,1630.0,,,140.0,,,,,,,,-1,,,Delta(1620)-,,,True
-103324,1823.0,,,24.0,,,,,,,,0,,,Xi(1820)0,,,True
-103314,1823.0,,,24.0,,,,,,,,-1,,,Xi(1820)-,,,True
-103226,1775.0,,,120.0,,,,,,,,1,,,Sigma(1775)+,,,True
-103224,1670.0,,,60.0,,,,,,,,1,,,Sigma(1670)+,,,True
-103216,1775.0,,,120.0,,,,,,,,0,,,Sigma(1775)0,,,True
-103214,1670.0,,,60.0,,,,,,,,0,,,Sigma(1670)0,,,True
-103126,1830.0,,,95.0,,,,,,,,0,,,Lambda(1830)0,,,True
-103124,1690.0,,,60.0,,,,,,,,0,,,Lambda(1690)0,,,True
-103122,1670.0,,,35.0,,,,,,,,0,,,Lambda(1670)0,,,True
-103116,1775.0,,,120.0,,,,,,,,-1,,,Sigma(1775)-,,,True
-103114,1670.0,,,60.0,,,,,,,,-1,,,Sigma(1670)-,,,True
-102216,1675.0,,,150.0,,,,,,,,1,,,p(1675)+,,,True
-102214,1515.0,,,115.0,,,,,,,,1,,,p(1520)+,,,True
-102212,1530.0,,,150.0,,,,,,,,1,,,p(1535)+,,,True
-102134,1519.5,,,15.6,,,,,,,,0,,,Lambda(1520)0,,,True
-102132,1405.1,,,50.0,,,,,,,,0,,,Lambda(1405)0,,,True
-102116,1675.0,,,150.0,,,,,,,,0,,,n(1675)0,,,True
-102114,1515.0,,,115.0,,,,,,,,0,,,n(1520)0,,,True
-102112,1530.0,,,150.0,,,,,,,,0,,,n(1535)0,,,True
-20543,7300.0,,,50.0,,,,,,,,1,,,B*_1c+,,,True
-20533,6020.0,,,50.0,,,,,,,,0,,,B*_1s0,,,True
-20523,5780.0,,,50.0,,,,,,,,1,,,B*_1+,,,True
-20513,5780.0,,,50.0,,,,,,,,0,,,B*_10,,,True
-20413,2427.0,,,384.0,,,,,,,,1,,,D*_1+,,,True
